3729,0.98879,-79.562
3798.7,0.98799,-81.051
3869.8,0.98743,-82.521
3942.2,0.98642,-84.041
4016,0.98553,-85.602
4091.1,0.98448,-87.188
4167.7,0.98352,-88.789
4245.6,0.9831,-90.437
4325.1,0.98198,-92.106
4406,0.98107,-93.805
4488.4,0.9803,-95.557
4572.4,0.97943,-97.344
4658,0.97815,-99.141
4745.1,0.9776,-100.99
4833.9,0.97689,-102.86
4924.3,0.97585,-104.77
5016.5,0.9747,-106.73
5110.3,0.97401,-108.73
5205.9,0.97311,-110.76
5303.3,0.97208,-112.84
5402.6,0.97151,-114.96
5503.7,0.97033,-117.12
5606.6,0.96971,-119.32
5711.5,0.96848,-121.57
5818.4,0.96765,-123.87
5927.2,0.96667,-126.24
6038.1,0.96587,-128.62
6151.1,0.96482,-131.05
6266.2,0.9637,-133.57
6383.4,0.96296,-136.12
6502.9,0.96151,-138.72
6624.5,0.96049,-141.38
6748.5,0.95958,-144.1
6874.8,0.9582,-146.89
7003.4,0.95705,-149.72
7134.4,0.95568,-152.62
7267.9,0.95438,-155.59
7403.9,0.95275,-158.62
7542.4,0.95118,-161.72
7683.5,0.9499,-164.88
7827.3,0.94826,-168.12
7973.7,0.94619,-171.42
8122.9,0.94439,-174.81
8274.9,0.94238,-178.28
8429.7,0.94012,-181.8
8587.4,0.93779,-185.41
8748.1,0.93508,-189.11
8911.8,0.93213,-192.87
9078.5,0.92953,-196.73
9248.4,0.92636,-200.65
9421.4,0.92338,-204.68
9597.7,0.91986,-208.8
9777.3,0.91632,-212.98
9960.2,0.91237,-217.27
10147,0.90838,-221.66
10336,0.90453,-226.11
10530,0.90052,-230.71
10727,0.89652,-235.35
10928,0.89206,-240.16
11132,0.88752,-245.05
11340,0.8834,-250.01
11552,0.87959,-255.15
11769,0.87571,-260.44
11989,0.87198,-265.79
12213,0.86864,-271.35
12442,0.86553,-277.04
12674,0.86254,-282.91
12911,0.86039,-288.97
13153,0.85918,-295.25
13399,0.8581,-301.71
13650,0.85783,-308.53
13905,0.85921,-315.61
14165,0.86105,-323.02
14430,0.86406,-330.91
14700,0.86869,-339.26
14975,0.87442,-348.24
15256,0.87997,-357.98
15541,0.88483,-8.6245
15832,0.88573,-20.344
16128,0.87846,-33.274
16430,0.85672,-47.37
16737,0.81553,-62.306
17050,0.75341,-77.714
17369,0.67484,-92.855
17694,0.58759,-107.33
18025,0.49994,-120.7
18363,0.41809,-133.02
18706,0.34531,-144.19
19056,0.28337,-154.23
19413,0.231,-163.43
19776,0.18829,-171.61
20146,0.15377,-179.27
20523,0.12512,-186.18
20907,0.10196,-192.53
21298,0.083058,-198.43
21697,0.068104,-204.09
22103,0.055902,-209.49
22516,0.045848,-214.22
22937,0.03759,-218.66
23367,0.030967,-223.13
23804,0.025751,-226.78
24249,0.021075,-231.13
24703,0.01769,-234.81
25165,0.01426,-238.54
25636,0.012158,-242.29
26115,0.0098863,-245.19
26604,0.0078085,-247.28
27102,0.0065517,-251.13
27609,0.0055188,-257.24
28125,0.0045899,-260.93
28652,0.0038627,-260.16
29188,0.0031959,-266.07
29734,0.0028152,-269.79
30290,0.0023156,-263.43
30857,0.0018224,-289.69
31434,0.0018712,-275.21
32022,0.0012759,-277.31
32621,0.00092782,-271.83
33232,0.0013072,-275.05
33854,0.00092999,-289.26
34487,0.00081668,-303.81
35132,0.00099521,-303.1
35790,0.00070174,-286.09
36459,0.00049729,-306.41
37141,0.00052157,-270.31
37836,0.00045989,-337.09
38544,0.00033209,-310.47
39265,0.0005641,-307.59
40000,0.00028062,-6.1882
